,id,skills,edu_1,edu_2,edu_3,org_1,org_2,org_3,org_4,organization_title_1,label
424,daria-shtanakova-0946a6156,SQL Machine Learning Python Data Science Computer Vision TensorFlow Microcontroller Programming                                             ,"Bachelor's degree, computer science ONPU ICS", , ,CV/ML engineer Logivations,Junior ML/CV Engineer 3DLOOK,Python-разработчик 3DLOOK,Junior Dataset Manager 3DLOOK,CV/ML engineer,1
425,vinjam-venkateswarlu-a751332,C Linux Linux Kernel C Programming Language C Shell Scripting Digital Signal Processors Android Embedded Systems Perl Embedded Software Unix Optimization Training Unix Shell Scripting TCPIP Internet Protocol Suite TCPIP ClearCase Multithreading Debugging ARM Device Drivers Embedded Linux Firmware IC USB Kernel Programming kernel debugging                        ,"Master in Embedded/VLSI Designing, Embedded and VLSI National Institute of Technology Calicut","BTech, ECE Andhra University", ,ML Perf Engineer AMD,Sr. Systems Engineer Intel Corporation,Sr. Software Enginerr Transition Networks,"Sr. Software Engineer SPX FLOW, Inc.",ML Perf Engineer,1
426,fadytaher,Java C JavaScript Python Programming Language MySQL SQL HTML Machine Learning Software Development Databases Programming java C Computer Science Deep Learning Natural Language Processing NLP R Matlab Apache Spark Big Data Software Engineering Artificial Intelligence OOP Eclipse Visual Studio Web Applications Java Enterprise Edition machine learning Apache Storm JEE Application Development Software Engineers component object model JavaServer Faces JSF                   ,"Master's degree, Artificial Intelligence and Image Processing Faculty of Electronic Engineering","BSc, computer science and engineering Minufiya University", ,Senior software engineer | ML SiliconExpert Technologies,Masters Student Faculty of Electronic Engineering FEE,PS consultant Teradata,System Analyst Etisalat Misr,Senior software engineer | ML,1
427,piraveen-s,Java JavaScript Cascading Style Sheets CSS Bootstrap Nodejs Web Development Laravel HTML Adobe Photoshop Adobe Premiere Pro Adobe Illustrator Creative Problem Solving Adobe Lightroom React Native PhpMyAdmin php Competitive Programming After Effects Maths                                 ,"Bachelor's degree, Computer Software Engineering University of Moratuwa", Jaffna Hindu College, ,Machine Learning Intern H2O.ai,Project Intern Yarl IT Hub, , ,Machine Learning Intern,1
428,snehal-kadam-29874712a,Python Programming Language MySQL Cascading Style Sheets CSS SQL HTML Machine Learning Data Analysis Public Speaking C Computer Science Microsoft PowerPoint Deep Learning Artificial Intelligence AI Strategic Planning Core Java Recruiting Salesforce                                   ,Computer Engineering Ajeenkya D Y Patil University,Computer Science Kendriya Vidyalaya, ,Machine learning  developer  Technocolabs Softwares, , , ,Machine learning  developer ,1
429,praveenath-logeshwaran-a0b017b2,Java Python Programming Language MySQL Linux Machine Learning Programming C Deep Learning Python Arduino Natural Language Processing NLP OpenCV Computer Vision TensorFlow Ubuntu PyTorch Keras Docker Products Agile Methodologies Artificial Intelligence ScikitLearn Quantum Computing Embedded Systems RESTful WebServices Microsoft Azure Machine Learning Azure Data Lake Raspberry Pi ARM CortexM R Programming Internet of Things IoT Data Processing Nginx IOT Pytest NodeMCU IoT Prototyping IoT Gateway designing with Raspberry Pi MQTT IoT Analytics AWS IoT Core Common Gateway Interface Programming Microsoft Azure ML Studio Quantum Mechanics Conversational AI Quantum Programming       ,"Bachelor of Science (BSc), (Hons) in Computer Science University of Jaffna","Advanced Level, Physical Science CP/HZ/ Highlands Central College",Grade 7 - Ordinary Level CP/NZ/ Patana T.V,Engineer - Technology (Machine Learning) Virtusa,Software Engineer - Artificial Intelligence & Machine Learning Integral Solutions (Asia) Pte Ltd,Associate Software Engineer(Artificial Intelligence) Insharp Technologies (Private)Limited,President Computer Society of University of Jaffna,Engineer - Technology (Machine Learning),1
430,nipunwijerathne,SQL Machine Learning Programming ObjectOriented Programming OOP Computer Science MongoDB Deep Learning Python Data Structures Algorithms Natural Language Processing NLP Statistics Data Science R Matlab PyTorch Amazon Web Services AWS NumPy ScikitLearn NLTK Flask Jupyter Statistical Analysis pandas Selenium Tensorflow Gradient Boosting CircleCI Catboost LightGBM Sentry Spacy Gensim Gunicorn                  ,Master of Computer Science Arizona State University,"Engineer's Degree, Electronic and Telecommunication Engineering University of Moratuwa", ,Machine Learning Research Engineer labml.ai,Senior Data Scientist OCTAVE - John Keells Group,Senior Machine Learning Engineer Codify,Machine Learning Engineer Cloud Solutions International,Machine Learning Research Engineer,1
431,rodolfoferro,C Python Programming Language Git Machine Learning Programming Public Speaking MongoDB Python R LaTeX                                          ,"Bachelor's degree, Matemáticas Universidad de Guanajuato", , ,Google Developer Expert in Machine Learning Google Developers,Co-founder and coordinator Future Lab Mx,Community Lead Codeando México,Community Builder Omdena,Google Developer Expert in Machine Learning,1
432,manzoor-cs,Java Python Programming Language SQL Git Machine Learning Databases Problem Solving English Data Structures Data Science OpenCV Anaconda Engineering GitHub Turkish                                     ,"Bachelor's degree, Computer Engineering Ondokuz Mayıs Üniversitesi", , ,Machine Learning Intern Technocolabs Softwares,Test Engineer Sestek, , ,Machine Learning Intern,1
433,nvinayvarma189,Java C JavaScript MySQL SQL Web Development python Git Linux HTML Machine Learning Software Development Databases English Programming Leadership Public Speaking C ObjectOriented Programming OOP Reactjs Python Data Structures Algorithms Data Science Image Processing OpenCV Computer Vision Research Digital Image Processing TensorFlow PyTorch keras pandas Cloud Applications Face Recognition Soft Skills Professional Communication               ,"Bachelor's degree, Computer Science Amrita University, Amritapuri Campus", Narayana junior college, sri chainthanya school,Machine Learning Solutions Engineer Vernacular.ai,Deep Learning Intern HyperVerge Inc.,"Software Engineer Philips Innovation Campus, Bangalore","Software Engineer Intern Philips Innovation Campus, Bangalore",Machine Learning Solutions Engineer,1
434,kkvivek,C JavaScript Python Programming Language PHP Machine Learning C Python Artificial Neural Networks Probability PySpark Amazon Web Services AWS Artificial Intelligence jQuery Operating Systems NeuroLinguistic Programming NLP Airflow Handlebarsjs                                   ,"Bachelor of Technology (B.Tech.), Computer Science Indian Institute of Technology, Delhi", , ,Machine Learning Researcher Apple,Machine Learning Engineer Saavn,Web Developer RailwaySafar.in,Summer Intern THB,Machine Learning Researcher,1
435,chenml,Microsoft Word Machine Learning Data Analysis Microsoft Office Teamwork Leadership Public Speaking Project Management Microsoft Excel Customer Service Deep Learning Python Team Leadership PowerPoint Matlab Analytical Skills Critical Thinking Research Time Management Strategy Communication Outlook Writing Teaching Marketing Social Media Event Management Leadership Development Event Planning Program Development Entrepreneurship Tensorflow Healthcare Fundraising Community Outreach Nonprofits Volunteer Management Vocalist communication             ,"Master's of Applied Sciences, Systems Design Engineering University of Waterloo","Bachelor’s Degree, Health Sciences (Honours) McMaster University", ,Machine Learning Scientist Quincus,Machine Learning Engineer Beagle.ai,Founder Vision AI,Machine Learning Researcher The Hospital for Sick Children,Machine Learning Scientist,1
436,sagar-arora-2955b987,Machine Learning Programming Deep Learning Data Structures Algorithms Data Science Hadoop Big Data Natural Language Processing Information Retrieval                                          ,"Master of Science - MS (Online), Computer Science (Data Science Specialization) Georgia Institute of Technology","MSc (hons) and B.E. (hons), Mathematics and Computer Science Birla Institute of Technology & Science, Pilani", ,"Software Engineer, Machine Learning Meta",Data Scientist II Myntra,Data Scientist I Myntra,"Software Engineer, Data Sciences Myntra","Software Engineer, Machine Learning",1
437,victor-kukanov-956b18177,Python                                                   ,"Bachelor of Science, Computer Science Higher School of Economics", , ,Machine learning engineer Yandex,Software engineering intern Yandex,Software engineering intern Yandex,Lecturer Association of Olympiads Winners,Machine learning engineer,1
438,yash-vaishnav,Machine Learning Deep Learning Natural Language Processing NLP Data Science Computer Vision Artificial Intelligence AI Cloud Computing Amazon Web Services AWS Android Development Reinforcement Learning Deep Reinforcement Learning Augmented Reality AR                                        ,computer science and engineering Parul University,"Nanodegree, Computer Engineering Udacity", ,Junior Software Engineer INTECH,AI/ML Engineer WebOccult Technologies Pvt. Ltd.,AI/ML  Software Intern GMAC Intelligence, ,Junior Software Engineer,1
439,koumudi-ganepola,Java JavaScript MySQL HTML Cascading Style Sheets CSS Nodejs Git HTML Microsoft Word Machine Learning Microsoft Office Teamwork Leadership Reactjs MongoDB Microsoft Excel Microsoft PowerPoint Python Data Structures Algorithms Arduino Natural Language Processing NLP Data Science TensorFlow C Android SQLite Research and Development RD Corda                       ,"Bachelor of Science - BS, Computer Science and Engineering University of Moratuwa","G.C.E Advanced Level Examination, Physical Sciences Devi Balika Vidyalaya, Colombo 08", ,Senior Software Engineer Yaala Labs,Software Engineer Yaala Labs,"Intern - Software Engineer, Machine Learning Arimac Digital",R&D Experience for Pre-University Students University of Moratuwa,Senior Software Engineer,1
440,shivam-dwivedi-5a734bb1,Java C SQL Machine Learning Data Analysis Scala C Programming Language C Computer Science Deep Learning Python Algorithms Natural Language Processing NLP Statistics Data Science Data Analytics Hadoop Artificial Neural Networks Image Processing OpenCV Computer Vision Analytical Skills Microsoft SQL Server Machine Learning Algorithms Apache Spark TensorFlow PyTorch Keras Big Data Caffe Apache Kafka C ScikitLearn Neural Networks Spring Framework Hibernate Convolutional Neural Networks CNN Kubernetes Pattern Recognition Recurrent Neural Networks RNN Oracle PLSQL Apache Flink Cognitive Science        ,"Bachelor of Technology - BTech, Information Technology Greater Noida Institute of Technology(GNIOT)",SSC Tiny Tots Sr. Sec,HSC Radiant Central Children Academy,Sr. Software Engineer Concentrix,ML Engineer  techsophy,Teaching Assistant University of Hyderabad,Intern techsophy,Sr. Software Engineer,1
